src,tgt,p_src,p_tgt
1671,416,628668,28249
916,417,105899,28254
2206,417,1118092,28254
1799,417,686015,28254
1801,417,686061,28254
2607,418,1152436,28265
19,418,943,28265
2624,419,1152896,28267
2025,420,1107312,28278
2006,421,1106547,28287
2028,421,1107355,28287
997,421,128540,28287
29,421,1385,28287
1371,421,308529,28287
1434,421,387795,28287
1550,421,567005,28287
656,421,56709,28287
1963,422,1104999,28290
2036,422,1107674,28290
421,422,28287,28290
1371,422,308529,28290
656,422,56709,28290
699,422,63832,28290
922,423,108047,28336
2069,424,1109957,28350
2123,424,1113459,28350
2386,424,1129243,28350
247,424,13193,28350
1276,424,241133,28350
414,424,28227,28350
1398,424,341188,28350
120,424,6210,28350
126,424,6220,28350
1670,424,628667,28350
1671,424,628668,28350
865,424,95579,28350
507,425,35863,28359
1993,426,1106112,28385
2308,426,1125895,28385
962,426,118558,28385
2025,427,1107312,28387
1408,428,353541,28389
2351,429,1128430,28412
409,429,27631,28412
125,429,6217,28412
126,429,6220,28412
2029,430,1107367,28447
2249,430,1120444,28447
1192,430,194645,28447
846,432,91975,28471
1122,434,168410,28485
368,434,23258,28485
2637,435,1153056,28487
4,435,128,28487
1211,435,206259,28487
172,435,8213,28487
866,435,95586,28487
247,436,13193,28489
120,436,6210,28489
2626,437,1152910,28491
1086,437,153598,28491
1398,437,341188,28491
1859,437,782486,28491
2582,438,1139928,28504
2656,438,1153287,28504
1007,438,131315,28504
1417,438,365294,28504
166,438,7430,28504
868,438,95589,28504
977,439,124064,28542
1211,439,206259,28542
473,440,32260,28632
1910,441,1059953,28640
442,441,28641,28640
222,443,12182,28649
1093,443,155736,28649
1094,443,155738,28649
643,445,54131,28851
1585,445,578669,28851
1642,445,595157,28851
910,446,103537,28957
1979,446,1105531,28957
1106,446,159897,28957
1165,446,189577,28957
447,446,28964,28957
509,446,35922,28957
719,446,66794,28957
834,446,88356,28957
859,446,94713,28957
2303,447,1125402,28964
2311,447,1125944,28964
2110,448,1112426,29492
2277,448,1122574,29492
1005,448,131117,29492
1064,448,144408,29492
1080,448,152219,29492
449,448,29708,29492
71,448,3229,29492
1454,448,400473,29492
1007,449,131315,29708
1007,450,131315,29723
1363,450,300071,29723
508,450,35905,29723
147,450,6818,29723
1092,451,155277,29738
2246,452,1120211,30817
71,452,3229,30817
1680,452,631052,30817
775,452,75691,30817
2599,453,1152277,30895
2615,453,1152673,30895
2700,453,1154251,30895
1065,453,144679,30895
454,453,30901,30895
244,455,12960,30934
2008,458,1106630,31055
2281,459,1123068,31083
600,459,48066,31083
1983,461,1105672,31105
1135,461,175291,31105
2390,462,1129442,31336
463,462,31349,31336
1802,462,686532,31336
1802,463,686532,31349
205,464,10531,31353
1912,464,1063773,31353
2034,464,1107567,31353
2290,464,1123576,31353
2297,464,1124844,31353
2390,464,1129442,31353
2397,464,1129608,31353
2551,464,1135746,31353
2593,464,1152162,31353
2598,464,1152272,31353
2625,464,1152904,31353
1191,464,194617,31353
1343,464,286562,31353
462,464,31336,31353
463,464,31349,31353
470,464,31927,31353
568,464,43698,31353
1802,464,686532,31353
1803,464,686559,31353
2167,465,1115701,31479
939,465,114189,31479
276,465,14549,31479
338,465,20592,31479
1351,465,289885,31479
1357,465,294030,31479
538,465,39165,31479
2434,466,1131137,31483
964,466,118682,31483
534,466,39126,31483
538,466,39165,31483
2424,467,1130780,31489
2592,467,1152150,31489
1247,467,227286,31489
550,467,40583,31489
551,467,40605,31489
1681,467,632796,31489
1682,467,632874,31489
1683,467,632935,31489
1687,467,633585,31489
1688,467,633721,31489
194,467,9581,31489
725,468,67245,31769
726,468,67246,31769
1413,469,358894,31863
843,469,91581,31863
2297,470,1124844,31927
2395,470,1129572,31927
1191,470,194617,31927
471,470,31932,31927
1191,471,194617,31932
2135,472,1113995,32083
2260,472,1120962,32083
2679,472,1153933,32083
1204,472,200630,32083
468,472,31769,32083
1402,472,346292,32083
498,472,35061,32083
582,472,45605,32083
141,472,6771,32083
1805,472,688361,32083
685,473,62274,32260
859,473,94713,32260
278,474,15076,32276
1132,474,174418,32276
539,474,39199,32276
1694,474,636500,32276
1695,474,636511,32276
819,474,84695,32276
33,475,1717,32688
741,475,69418,32688
873,476,95719,32698
2209,477,1118245,32872
1979,479,1105531,33231
2264,479,1121254,33231
2515,479,1132887,33231
1101,479,158172,33231
1356,479,293974,33231
1363,479,300071,33231
1379,479,315266,33231
1481,479,445938,33231
1907,480,1022969,33301
481,480,33303,33301
2074,482,1110256,33325
244,482,12960,33325
1471,482,429781,33325
979,483,124296,33412
1220,483,211875,33412
495,483,34708,33412
2242,484,1120138,33818
2282,484,1123087,33818
791,484,78549,33818
792,484,78552,33818
794,484,78557,33818
2220,485,1119004,33823
484,485,33818,33823
791,485,78549,33823
792,485,78552,33823
794,485,78557,33823
1940,486,1103960,33895
2657,486,1153577,33895
2695,486,1154176,33895
487,486,33904,33895
1625,486,593813,33895
804,486,82087,33895
1940,487,1103960,33904
2082,487,1110546,33904
1940,488,1103960,33907
2532,488,1134022,33907
2570,488,1136814,33907
1610,488,593091,33907
1625,488,593813,33907
1941,489,1103969,34082
2226,489,1119216,34082
2011,490,1106771,34257
2091,490,1111186,34257
2148,490,1114398,34257
2163,490,1115456,34257
2188,490,1116974,34257
2279,490,1122642,34257
2633,490,1153003,34257
1181,490,192870,34257
491,490,34263,34257
492,490,34266,34257
1420,490,368605,34257
832,490,87482,34257
840,490,90655,34257
2279,491,1122642,34263
832,491,87482,34263
840,491,90655,34263
2279,492,1122642,34266
491,492,34263,34266
840,492,90655,34266
1942,493,1103979,34315
546,493,40125,34315
1942,494,1103979,34355
899,495,102406,34708
971,495,120039,34708
1219,495,211432,34708
363,496,22883,34961
457,496,31043,34961
1944,497,1104007,34979
2003,497,1106418,34979
265,497,13982,34979
2122,498,1113438,35061
2620,498,1152761,35061
2667,498,1153860,35061
1066,498,144701,35061
1217,498,210871,35061
351,498,22229,35061
1275,498,240791,35061
1317,498,263498,35061
582,498,45605,35061
605,498,48766,35061
1500,498,503871,35061
1790,498,682815,35061
1123,500,168958,35335
501,500,35343,35335
674,500,59772,35335
2212,501,1118332,35343
1945,502,1104031,35490
2179,502,1116410,35490
703,502,64271,35490
861,502,95188,35490
923,503,108962,35778
926,503,108983,35778
2049,503,1108389,35778
2305,503,1125469,35778
36,503,1919,35778
1510,503,519318,35778
757,503,73146,35778
890,504,100961,35797
1909,504,1050679,35797
2089,504,1110998,35797
2183,504,1116629,35797
2369,504,1128974,35797
1159,504,188318,35797
1451,504,399370,35797
677,504,60169,35797
678,504,60170,35797
1666,504,627024,35797
23,505,1035,35852
2122,505,1113438,35852
558,505,41732,35852
1498,505,486840,35852
1019,507,134060,35863
350,507,20972,35863
425,507,28359,35863
2593,508,1152162,35905
2598,508,1152272,35905
2625,508,1152904,35905
450,508,29723,35905
1967,509,1105116,35922
2588,509,1140547,35922
2593,509,1152162,35922
2598,509,1152272,35922
2625,509,1152904,35922
1189,509,194223,35922
1438,509,390894,35922
1439,509,390896,35922
1440,509,390922,35922
1446,509,396412,35922
617,509,50336,35922
618,509,50337,35922
722,509,66982,35922
2613,510,1152633,36131
298,510,17208,36131
784,510,77438,36131
913,511,105057,36140
1946,511,1104055,36140
936,511,112378,36140
238,511,12439,36140
355,511,22563,36140
397,511,27249,36140
1385,511,323128,36140
1407,511,350373,36140
504,511,35797,36140
590,511,46500,36140
658,511,57764,36140
701,511,63915,36140
1946,512,1104055,36145
1983,512,1105672,36145
2174,512,1116268,36145
1328,512,272720,36145
638,512,52784,36145
2512,513,1132815,36162
2601,513,1152307,36162
2608,513,1152448,36162
2631,513,1152975,36162
2658,513,1153703,36162
1197,513,197452,36162
335,513,20528,36162
335,514,20528,36167
2351,515,1128430,36620
971,515,120039,36620
1166,515,189620,36620
2049,516,1108389,36802
5,516,130,36802
1172,516,189856,36802
521,516,37888,36802
1596,516,589923,36802
1597,516,590022,36802
2412,517,1130539,37483
1234,517,217852,37483
47,517,2440,37483
107,517,5959,37483
702,517,63931,37483
2222,518,1119140,37541
1308,518,260979,37541
1967,519,1105116,37879
1363,520,300071,37884
2049,521,1108389,37888
2305,521,1125469,37888
2613,521,1152633,37888
1356,521,293974,37888
784,521,77438,37888
922,524,108047,38205
2376,524,1128997,38205
2398,524,1129610,38205
2680,524,1153942,38205
954,524,117316,38205
1603,524,592975,38205
1604,524,592986,38205
1608,524,593060,38205
1640,524,595056,38205
1650,524,606647,38205
681,524,61069,38205
1947,525,1104182,38480
2455,526,1131270,38537
2457,526,1131277,38537
1042,526,137868,38537
1085,526,153063,38537
1705,526,642847,38537
1739,526,646195,38537
1994,527,1106172,38722
2551,527,1135746,38722
94,527,5038,38722
627,527,51180,38722
710,527,65650,38722
801,527,81350,38722
1948,528,1104191,38771
2016,529,1107010,38829
2178,529,1116397,38829
2596,529,1152244,38829
1374,530,310530,38839
2016,531,1107010,38845
2084,531,1110579,38845
2349,532,1128407,38846
531,532,38845,38846
2019,534,1107067,39126
834,534,88356,39126
1990,535,1105932,39127
2362,535,1128881,39127
2363,535,1128927,39127
2364,535,1128935,39127
944,535,116081,39127
945,535,116084,39127
946,535,116087,39127
1193,535,195150,39127
1331,535,277263,39127
72,535,3231,39127
588,535,46476,39127
609,535,49660,39127
639,535,52835,39127
1600,535,592826,39127
1601,535,592830,39127
780,535,75972,39127
1401,536,346243,39130
515,536,36620,39130
537,536,39131,39130
1516,536,521252,39130
1998,537,1106330,39131
2487,537,1131728,39131
72,537,3231,39131
131,537,6334,39131
2434,538,1131137,39165
964,538,118682,39165
534,538,39126,39165
540,539,39210,39199
722,539,66982,39199
724,539,66990,39199
722,540,66982,39210
723,540,66986,39210
5,541,130,39403
32,542,1694,39474
2291,543,1123689,39890
2696,543,1154229,39890
2698,543,1154232,39890
2699,543,1154233,39890
1077,543,149669,39890
1112,543,162664,39890
1162,543,189571,39890
1279,543,242663,39890
1357,543,294030,39890
64,543,3191,39890
624,543,51045,39890
1518,543,521855,39890
1521,543,523394,39890
1528,543,559804,39890
1767,543,653441,39890
1825,543,714256,39890
1827,543,714289,39890
1830,543,714975,39890
1949,545,1104258,40124
2115,545,1112723,40124
1949,546,1104258,40125
956,547,118079,40131
956,548,118079,40135
258,548,13686,40135
1950,549,1104261,40151
2502,549,1132418,40151
2601,549,1152307,40151
2608,549,1152448,40151
2631,549,1152975,40151
2658,549,1153703,40151
7,549,288,40151
609,549,49660,40151
1781,549,671293,40151
550,551,40583,40605
1688,551,633721,40605
1878,551,884094,40605
2267,552,1121459,40886
936,552,112378,40886
2487,552,1131728,40886
1056,552,141868,40886
1069,552,145215,40886
1472,552,429805,40886
1769,552,654177,40886
1951,554,1104300,41216
2047,555,1108329,41417
2126,555,1113551,41417
996,555,128383,41417
1887,556,943087,41666
21,557,1033,41714
2079,557,1110515,41714
1062,557,144212,41714
1154,557,182094,41714
1173,557,190697,41714
1175,557,190706,41714
1196,557,197054,41714
572,557,44455,41714
1553,557,568857,41714
1632,557,594047,41714
681,557,61069,41714
2182,559,1116594,42156
2207,559,1118120,42156
2594,559,1152179,42156
1397,559,340299,42156
1240,560,219239,42207
391,561,27199,42209
1285,562,248119,42221
391,562,27199,42221
561,562,42209,42221
662,562,57948,42221
1904,562,989397,42221
1952,563,1104379,42847
1952,564,1104379,42848
2184,564,1116835,42848
2446,565,1131195,43165
2553,566,1135894,43186
1084,566,152731,43186
289,566,16461,43186
1495,567,469504,43639
885,567,99025,43639
2390,568,1129442,43698
463,568,31349,43698
1802,568,686532,43698
2004,569,1106492,44017
1213,569,206524,44017
601,569,48075,44017
1953,570,1104435,44121
2342,571,1128227,44368
2374,572,1128985,44455
997,572,128540,44455
1246,572,227178,44455
1434,572,387795,44455
557,572,41714,44455
1553,572,568857,44455
1217,573,210871,44514
1297,573,253971,44514
1649,573,606479,44514
2453,574,1131266,45052
398,574,27250,45052
2430,576,1130929,45188
1179,576,192734,45188
1406,576,350362,45188
577,576,45189,45188
1900,576,976284,45188
1976,577,1105450,45189
2001,577,1106401,45189
2499,577,1132385,45189
1179,577,192734,45189
1180,577,192850,45189
1328,577,272720,45189
576,577,45188,45189
1900,577,976284,45189
1986,578,1105764,45212
970,578,120013,45212
1955,579,1104495,45533
2011,579,1106771,45533
2163,579,1115456,45533
2188,579,1116974,45533
492,579,34266,45533
832,579,87482,45533
1956,581,1104647,45603
2299,581,1125092,45603
21,582,1033,45605
23,582,1035,45605
2484,582,1131639,45605
1062,582,144212,45605
1175,582,190706,45605
1275,582,240791,45605
1500,582,503871,45605
1790,582,682815,45605
1899,582,975567,45605
2612,583,1152569,46079
737,583,69284,46079
2640,585,1153091,46452
1592,585,582343,46452
397,586,27249,46468
1976,587,1105450,46470
919,589,107251,46491
920,589,107252,46491
1983,589,1105672,46491
2218,589,1118823,46491
2243,589,1120169,46491
2600,589,1152290,46491
1039,589,137380,46491
1370,589,308232,46491
518,589,37541,46491
1435,589,389715,46491
593,589,46547,46491
629,589,51834,46491
658,590,57764,46500
2654,591,1153275,46501
658,591,57764,46501
919,593,107251,46547
2218,593,1118823,46547
34,593,1786,46547
1435,593,389715,46547
2098,594,1111788,46887
2643,594,1153106,46887
1264,594,235776,46887
578,594,45212,46887
129,594,6311,46887
1431,595,385067,47570
2302,596,1125393,47682
597,596,47683,47682
598,596,47684,47682
2296,599,1124837,47839
1014,602,133563,48550
1247,602,227286,48550
1014,603,133563,48555
602,603,48550,48555
1956,604,1104647,48764
2299,604,1125092,48764
1956,605,1104647,48766
1640,605,595056,48766
1956,606,1104647,48768
2251,607,1120643,48781
2539,607,1134865,48781
1447,607,397488,48781
1467,607,423816,48781
2108,608,1112369,49482
1235,608,217984,49482
1680,608,631052,49482
164,608,7297,49482
77,609,3237,49660
715,609,66594,49660
611,610,49753,49720
610,611,49720,49753
74,612,3233,49811
1492,612,463825,49811
2000,613,1106388,49843
614,613,49844,49843
615,613,49847,49843
2334,614,1127851,49844
614,615,49844,49847
253,617,13269,50336
509,617,35922,50336
1438,617,390894,50336
618,617,50337,50336
1792,617,683355,50336
253,618,13269,50337
1438,618,390894,50337
1446,618,396412,50337
975,619,123556,50354
277,619,14807,50354
1347,619,289088,50354
685,620,62274,50381
1957,621,1104749,50807
2323,622,1126503,50838
387,622,25794,50838
762,623,73972,50980
1279,624,242663,51045
2536,625,1134320,51049
2698,625,1154232,51049
1279,625,242663,51049
543,625,39890,51049
624,625,51045,51049
1279,626,242663,51052
624,626,51045,51052
2026,627,1107319,51180
224,627,12195,51180
236,627,12350,51180
620,627,50381,51180
2221,630,1119078,51866
363,630,22883,51866
403,630,27535,51866
496,630,34961,51866
2155,631,1114664,51879
363,631,22883,51879
630,631,51866,51879
632,631,51909,51879
1974,632,1105428,51909
1131,632,173884,51909
1499,632,502574,51909
275,633,14545,51934
1960,634,1104809,52000
636,634,52007,52000
1960,635,1104809,52003
2106,635,1112194,52003
634,635,52000,52003
1960,636,1104809,52007
1364,637,300806,52515
539,637,39199,52515
1482,637,446271,52515
1961,638,1104851,52784
2164,639,1115471,52835
2476,640,1131471,52847
2664,640,1153811,52847
2191,641,1117184,53942
654,641,56167,53942
922,642,108047,54129
2345,642,1128291,54129
2347,642,1128319,54129
2569,642,1136791,54129
953,642,117315,54129
954,642,117316,54129
302,642,17477,54129
423,642,28336,54129
1581,642,578645,54129
1582,642,578646,54129
1583,642,578649,54129
1586,642,578780,54129
1607,642,593022,54129
1637,642,594543,54129
2373,643,1128982,54131
2675,643,1153897,54131
1052,643,141324,54131
1281,643,243483,54131
1489,643,459213,54131
1490,643,459214,54131
1586,643,578780,54131
1626,643,593859,54131
1628,643,593942,54131
673,643,59715,54131
713,643,66563,54131
2195,644,1117476,54132
2374,644,1128985,54132
1586,644,578780,54132
1589,644,579008,54132
1627,644,593921,54132
1634,644,594387,54132
673,644,59715,54132
692,644,62634,54132
105,645,5600,54550
1962,646,1104946,54844
2354,647,1128531,55403
2156,648,1114777,55770
1215,648,208345,55770
1514,648,521207,55770
1215,649,208345,55801
1879,650,892139,55968
1963,651,1104999,56112
2036,651,1107674,56112
992,651,127033,56112
652,651,56115,56112
653,651,56119,56112
699,651,63832,56112
812,651,83725,56112
1963,652,1104999,56115
2036,652,1107674,56115
2396,652,1129573,56115
992,652,127033,56115
1028,652,135130,56115
653,652,56119,56115
694,652,62718,56115
696,652,63486,56115
699,652,63832,56115
737,652,69284,56115
1963,653,1104999,56119
1969,653,1105221,56119
992,653,127033,56119
699,653,63832,56119
2191,654,1117184,56167
2223,654,1119178,56167
2602,654,1152308,56167
1272,654,239810,56167
1414,654,359067,56167
421,655,28287,56708
1371,655,308529,56708
656,655,56709,56708
2368,656,1128959,56709
325,656,18834,56709
421,656,28287,56709
1371,656,308529,56709
1461,656,416455,56709
2394,657,1129570,57119
2510,657,1132731,57119
2616,657,1152676,57119
2680,657,1153942,57119
431,657,28456,57119
1603,657,592975,57119
1604,657,592986,57119
1608,657,593060,57119
1640,657,595056,57119
1650,657,606647,57119
1752,657,647408,57119
1821,658,711527,57764
2705,659,1154524,57773
1260,659,235670,57773
2216,660,1118658,57922
662,660,57948,57922
153,661,6925,57932
2152,662,1114526,57948
2216,662,1118658,57948
660,662,57922,57948
245,663,13024,58268
1044,663,137956,58268
1881,663,899119,58268
2142,664,1114239,58436
831,664,87417,58436
831,665,87417,58453
1065,666,144679,58454
831,666,87417,58454
1152,667,181782,58540
2130,668,1113828,58552
1286,668,248395,58552
2340,669,1128204,58758
2341,669,1128208,58758
31,669,1688,58758
486,669,33895,58758
1572,669,576973,58758
737,669,69284,58758
2273,670,1121867,59045
899,672,102406,59626
980,672,124734,59626
1232,672,217115,59626
1291,672,249858,59626
109,672,6125,59626
875,673,96845,59715
500,674,35335,59772
2599,675,1152277,59798
2615,675,1152673,59798
2700,675,1154251,59798
1150,675,180373,59798
381,675,25181,59798
390,675,27174,59798
453,675,30895,59798
874,675,96335,59798
1451,676,399370,60159
677,676,60169,60159
1451,677,399370,60169
1451,678,399370,60170
695,680,63477,60682
2018,681,1107062,61069
2398,681,1129610,61069
2665,681,1153816,61069
431,681,28456,61069
1899,681,975567,61069
1899,682,975567,61073
1970,683,1105231,61312
2010,684,1106764,61417
1224,684,212777,61417
856,684,94416,61417
473,685,32260,62274
620,685,50381,62274
859,685,94713,62274
2480,686,1131565,62329
1195,686,195792,62329
1293,686,251756,62329
1613,686,593155,62329
1766,686,650834,62329
687,688,62333,62347
2027,689,1107325,62389
2033,690,1107558,62417
554,690,41216,62417
1359,691,294145,62607
1281,692,243483,62634
267,693,14083,62676
1377,693,312409,62676
992,694,127033,62718
1506,696,509379,63486
811,696,83461,63486
875,696,96845,63486
1971,697,1105344,63549
1972,698,1105360,63812
2261,698,1121057,63812
2302,698,1125393,63812
2081,700,1110531,63835
866,700,95586,63835
1069,701,145215,63915
523,701,38000,63915
154,701,6935,63915
155,701,6939,63915
2200,702,1117786,63931
1034,702,136766,63931
1036,702,136768,63931
259,702,13717,63931
155,702,6939,63931
2596,703,1152244,64271
529,703,38829,64271
760,703,73327,64271
844,703,91852,64271
861,703,95188,64271
934,704,111866,64319
1291,704,249858,64319
1973,705,1105394,64484
1089,706,154134,64519
517,706,37483,64519
700,706,63835,64519
2310,707,1125909,65057
1023,707,134307,65057
1511,707,519353,65057
764,707,74698,65057
2073,708,1110209,65074
2202,708,1117920,65074
1023,708,134307,65074
1026,708,134316,65074
1057,708,142268,65074
366,708,23070,65074
707,708,65057,65074
1828,708,714748,65074
764,708,74698,65074
833,708,87915,65074
1975,709,1105433,65212
2685,709,1154042,65212
367,709,23116,65212
1976,710,1105450,65650
2217,710,1118764,65650
1373,710,309476,65650
94,710,5038,65650
1976,711,1105450,65653
2107,711,1112319,65653
2402,712,1129778,66556
1052,712,141324,66556
643,712,54131,66556
1626,712,593859,66556
713,712,66563,66556
2288,713,1123530,66563
875,713,96845,66563
1052,714,141324,66564
1626,714,593859,66564
1628,714,593942,66564
713,714,66563,66564
184,715,8821,66594
1416,716,362926,66596
184,716,8821,66596
2552,717,1135750,66751
2574,717,1138043,66751
1554,717,573535,66751
1810,717,693143,66751
1812,717,695284,66751
1977,718,1105505,66782
629,718,51834,66782
1923,719,1102646,66794
1977,719,1105505,66794
2636,719,1153031,66794
1505,720,509315,66805
805,720,82090,66805
805,721,82090,66809
540,722,39210,66982
540,723,39210,66986
2196,724,1117501,66990
2609,724,1152490,66990
2668,724,1153861,66990
1437,724,390889,66990
540,724,39210,66990
468,725,31769,67245
726,725,67246,67245
468,726,31769,67246
1978,727,1105530,67292
2074,728,1110256,67415
2551,728,1135746,67415
224,728,12195,67415
6,728,164,67415
1129,728,171954,67415
527,728,38722,67415
627,728,51180,67415
2328,729,1127558,67584
2329,729,1127566,67584
1543,729,562067,67584
2156,730,1114777,67633
649,730,55801,67633
598,731,47684,68115
1980,732,1105574,68224
2350,732,1128425,68224
2423,732,1130680,68224
1591,732,582139,68224
1254,736,231198,69198
1458,736,411005,69198
174,736,8581,69198
1212,737,206371,69284
738,737,69296,69284
1212,738,206371,69296
2506,739,1132461,69392
1983,742,1105672,70281
2008,742,1106630,70281
2024,744,1107215,70442
743,744,70441,70442
2024,745,1107215,70444
2047,745,1108329,70444
996,745,128383,70444
743,745,70441,70444
744,745,70442,70444
409,746,27631,70520
514,746,36167,70520
2401,747,1129683,70970
1609,747,593068,70970
1621,747,593329,70970
1985,748,1105718,71336
2597,749,1152259,71736
2632,749,1152991,71736
1271,750,239800,71904
872,750,95718,71904
2543,751,1135122,72056
2213,752,1118347,72101
1986,753,1105764,72406
1880,754,899085,72805
2335,755,1127863,72908
152,755,6923,72908
854,755,93923,72908
1897,755,954315,72908
270,756,14429,73119
272,756,14431,73119
2049,757,1108389,73146
952,757,116790,73146
316,757,18774,73146
503,757,35778,73146
2536,758,1134320,73162
2538,758,1134348,73162
1171,758,189774,73162
1511,758,519353,73162
1518,758,521855,73162
1528,758,559804,73162
1767,758,653441,73162
1826,758,714260,73162
1828,758,714748,73162
1829,758,714879,73162
1987,759,1105810,73323
430,759,28447,73323
1987,760,1105810,73327
1995,760,1106236,73327
2647,760,1153166,73327
2659,760,1153724,73327
2660,760,1153728,73327
2106,761,1112194,73712
635,761,52003,73712
623,762,50980,73972
2011,763,1106771,74427
2188,763,1116974,74427
490,763,34257,74427
492,763,34266,74427
1420,763,368605,74427
832,763,87482,74427
1023,764,134307,74698
366,764,23070,74698
1023,765,134307,74700
365,765,23069,74700
202,766,10186,74749
2132,766,1113852,74749
46,766,2354,74749
2247,767,1120252,74821
2435,767,1131149,74821
2436,767,1131150,74821
1988,768,1105877,74920
1988,769,1105877,74921
1988,770,1105877,74937
768,770,74920,74937
769,770,74921,74937
2017,771,1107041,74975
2349,771,1128407,74975
531,771,38845,74975
532,771,38846,74975
81,771,3932,74975
1989,772,1105887,75121
2000,772,1106388,75121
354,772,22431,75121
1464,772,417017,75121
904,773,103430,75318
2269,773,1121569,75318
1051,773,141171,75318
2069,774,1109957,75674
1799,774,686015,75674
1228,776,214472,75693
1228,777,214472,75694
2119,778,1113035,75695
2240,778,1120059,75695
1045,778,139547,75695
1883,778,911198,75695
1990,779,1105932,75969
2360,779,1128856,75969
2364,779,1128935,75969
2664,779,1153811,75969
1599,779,591017,75969
1601,779,592830,75969
1990,780,1105932,75972
2364,780,1128935,75972
1601,780,592830,75972
2007,781,1106568,75983
2168,781,1115790,75983
2574,782,1138043,77108
783,782,77112,77108
917,784,106590,77438
2406,784,1129994,77438
2613,784,1152633,77438
2652,784,1153262,77438
1101,784,158172,77438
1356,784,293974,77438
521,784,37888,77438
1596,784,589923,77438
1597,784,590022,77438
191,785,9513,77515
2405,786,1129907,77758
2490,786,1131745,77758
1150,786,180373,77758
385,786,25772,77758
1351,786,289885,77758
1357,786,294030,77758
8,786,424,77758
1657,786,613409,77758
15,786,910,77758
62,787,3112,77826
1496,787,470511,77826
62,788,3112,77829
1496,788,470511,77829
2242,789,1120138,78508
1565,790,575402,78511
1835,790,735303,78511
195,790,9586,78511
484,792,33818,78552
790,792,78511,78552
794,792,78557,78552
195,792,9586,78552
2242,793,1120138,78555
484,793,33818,78555
794,793,78557,78555
2242,794,1120138,78557
484,794,33818,78557
790,794,78511,78557
791,794,78549,78557
195,794,9586,78557
1776,795,662279,78994
1778,795,662572,78994
2271,796,1121659,79809
2475,796,1131466,79809
217,796,11342,79809
2654,796,1153275,79809
469,796,31863,79809
1410,796,358866,79809
797,796,79817,79809
843,796,91581,79809
2475,797,1131466,79817
1378,798,314459,80491
168,798,7532,80491
799,798,80515,80491
2270,799,1121603,80515
1378,799,314459,80515
254,800,13652,80656
255,800,13654,80656
256,800,13656,80656
1994,801,1106172,81350
1879,801,892139,81350
803,802,81722,81714
804,805,82087,82090
804,806,82087,82098
1995,807,1106236,82664
60,807,3097,82664
891,808,101143,82666
1995,808,1106236,82666
60,808,3097,82666
2233,809,1119708,82920
2306,809,1125492,82920
2336,809,1127913,82920
2338,809,1128198,82920
2387,809,1129367,82920
2401,809,1129683,82920
2603,809,1152358,82920
2606,809,1152421,82920
2655,809,1153280,82920
2681,809,1153943,82920
2702,809,1154459,82920
1305,809,259702,82920
1329,809,273152,82920
1366,809,307015,82920
0,809,35,82920
1509,809,513189,82920
1557,809,573978,82920
1569,809,576691,82920
1654,809,608326,82920
747,809,70970,82920
802,809,81714,82920
817,809,84021,82920
883,809,98698,82920
1238,810,218682,83449
359,810,22869,83449
360,810,22874,83449
1897,811,954315,83461
240,812,12576,83725
651,812,56112,83725
652,812,56115,83725
653,812,56119,83725
694,812,62718,83725
1360,813,294239,83746
1996,814,1106287,83826
1996,815,1106287,83847
2196,815,1117501,83847
2422,815,1130678,83847
723,815,66986,83847
1997,816,1106298,84020
2004,816,1106492,84020
1997,817,1106298,84021
2523,817,1133047,84021
311,817,18582,84021
1314,817,263279,84021
1460,817,415693,84021
1504,817,509233,84021
883,817,98698,84021
368,820,23258,85299
1362,820,299197,85299
1563,820,575292,85299
1362,821,299197,85324
1672,821,628751,85324
2143,822,1114331,85352
2324,822,1127430,85352
2380,822,1129027,85352
2606,822,1152421,85352
2655,822,1153280,85352
2681,822,1153943,85352
2702,822,1154459,85352
1083,822,152483,85352
1530,822,561238,85352
1560,822,574462,85352
1569,822,576691,85352
1573,822,577086,85352
1610,822,593091,85352
1696,822,640617,85352
712,822,66556,85352
1790,822,682815,85352
2243,823,1120169,85449
2600,823,1152290,85449
2243,824,1120169,85452
2600,824,1152290,85452
137,825,6539,85688
772,825,75121,85688
173,825,8224,85688
182,825,8703,85688
881,825,97892,85688
2003,826,1106418,86258
2529,827,1133469,86359
2619,827,1152740,86359
2628,827,1152944,86359
325,827,18834,86359
2139,829,1114184,86923
309,829,18532,86923
1620,830,593328,87363
2353,831,1128453,87417
1348,831,289779,87417
1349,831,289780,87417
1350,831,289781,87417
1862,831,801170,87417
492,832,34266,87482
2073,833,1110209,87915
2663,833,1153786,87915
1057,833,142268,87915
366,833,23070,87915
892,835,101145,89308
907,835,103528,89308
671,836,59244,89335
2005,837,1106546,89416
2635,837,1153024,89416
1037,837,137130,89416
12,837,506,89416
708,837,65074,89416
2107,838,1112319,89547
2175,838,1116328,89547
2499,838,1132385,89547
2604,838,1152379,89547
1266,838,237376,89547
432,838,28471,89547
576,838,45188,89547
577,838,45189,89547
720,838,66805,89547
141,838,6771,89547
846,838,91975,89547
1900,838,976284,89547
917,839,106590,90470
2406,839,1129994,90470
2279,840,1122642,90655
491,840,34263,90655
2134,841,1113934,90888
260,841,13885,90888
1395,841,340075,90888
637,842,52515,91038
469,843,31863,91581
1413,843,358894,91581
330,844,20178,91852
2084,845,1110579,91853
2178,845,1116397,91853
2179,845,1116410,91853
330,845,20178,91853
2123,846,1113459,91975
